root_id,cell_type,group,split,n_nodes,n_boutons,n_targets,n_postsyn_sites,n_in_resolved,n_in_from_db,n_input_cells,n_input_cells_in_db,n_in_unresolved,frac_in_resolved,frac_in_from_db
864691136275123134,astrocyte,glia,train,1489,70,62,68,68,9,59,1,0,1.0,0.1323529411764706
864691136298045979,L5IT,excitatory,train,6317,749,662,5362,5362,34,4665,17,0,1.0,0.006340917568071615
864691136288604355,L3IT,excitatory,train,3717,323,269,3979,3979,188,3625,106,0,1.0,0.047248052274440816
864691136275919117,L2IT,excitatory,train,4499,242,208,7629,7629,33,6932,18,0,1.0,0.004325599685410932
864691136288752835,thalamocortical,excitatory,train,6927,993,869,47,47,14,34,1,0,1.0,0.2978723404255319
864691136311381338,L4IT,excitatory,test,2842,360,302,1709,1709,22,1393,13,0,1.0,0.012873025160912814
864691136311722074,astrocyte,glia,train,1391,64,43,104,104,19,87,3,0,1.0,0.18269230769230768
864691136312057178,PV,inhibitory,test,11412,4628,2040,6999,6999,598,5787,302,0,1.0,0.08544077725389342
864691136311267930,L3IT,excitatory,train,3714,436,378,2905,2905,208,2573,103,0,1.0,0.07160068846815834
864691136311106650,L5IT,excitatory,train,8017,1172,1038,4318,4318,35,3805,11,0,1.0,0.00810560444650301
864691136314448701,L4IT,excitatory,train,4237,781,690,1659,1659,144,1419,75,0,1.0,0.0867992766726944
864691136314457149,L5IT,excitatory,train,9199,1395,1209,2906,2906,311,2382,111,0,1.0,0.10701995870612525
864691136314473021,L5IT,excitatory,train,4681,527,467,2047,2047,95,1790,52,0,1.0,0.046409379579872984
864691136314485053,L5NP,excitatory,test,4986,973,858,1450,1450,98,1346,53,0,1.0,0.06758620689655172
864691136314250813,ITC,inhibitory,train,3911,593,404,3712,3712,71,3201,41,0,1.0,0.01912715517241379
864691136336107187,L5IT,excitatory,test,6833,990,892,2040,2040,173,1772,93,0,1.0,0.08480392156862746
864691136336204979,NGC,inhibitory,train,3632,298,261,2801,2801,85,2558,57,0,1.0,0.03034630489111032
864691136363303138,L4IT,excitatory,train,3402,578,490,1136,1136,138,991,73,0,1.0,0.12147887323943662
864691136336039091,L4IT,excitatory,train,4741,730,636,1609,1609,142,1421,77,0,1.0,0.08825357364822871
864691136363009250,L4IT,excitatory,train,3974,527,449,1170,1170,11,1045,3,0,1.0,0.009401709401709401
864691136378815445,L4IT,excitatory,train,2949,446,392,1462,1462,70,1318,39,0,1.0,0.047879616963064295
864691136380268245,L2IT,excitatory,train,4511,298,252,5202,5202,238,4757,88,0,1.0,0.0457516339869281
864691136372759688,L5NP,excitatory,train,3536,416,355,995,995,55,892,32,0,1.0,0.05527638190954774
864691136389921911,L2IT,excitatory,train,4292,275,227,3599,3599,253,3284,132,0,1.0,0.07029730480689081
864691136390183696,L4IT,excitatory,train,2565,271,244,1834,1834,34,1600,20,0,1.0,0.018538713195201745
864691136389688695,L2IT,excitatory,test,7114,927,748,5316,5316,209,4822,79,0,1.0,0.03931527464258841
864691136389607287,L4IT,excitatory,train,3638,536,468,2721,2721,17,2371,9,0,1.0,0.006247703050349137
864691136389885047,L6CT,excitatory,train,1641,58,46,2516,2516,76,2230,48,0,1.0,0.030206677265500796
864691136391023120,PV,inhibitory,test,16023,6002,3487,9564,9564,572,7659,217,0,1.0,0.059807611877875366
864691136390905207,MC,inhibitory,train,12710,8637,4566,6339,6339,437,5354,259,0,1.0,0.06893831834674238
864691136391024144,NGC,inhibitory,train,6801,603,522,5372,5372,244,4682,152,0,1.0,0.045420699925539834
864691136437631902,L5ET,excitatory,train,5055,155,102,6803,6803,520,5931,247,0,1.0,0.07643686608849037
864691136438496158,L3IT,excitatory,train,4884,515,442,7706,7706,381,6838,190,0,1.0,0.04944199325201142
864691136425073455,L5IT,excitatory,train,6719,851,760,2237,2237,123,1978,68,0,1.0,0.05498435404559678
864691136436788382,ITC,inhibitory,train,3975,619,401,3849,3849,231,3480,155,0,1.0,0.060015588464536244
864691136425681967,L4IT,excitatory,test,7959,1045,929,2837,2837,200,2515,122,0,1.0,0.07049700387733521
864691136452609023,L6IT,excitatory,train,5367,446,382,2192,2192,147,1859,82,0,1.0,0.06706204379562043
864691136452543231,L6CT,excitatory,train,1872,169,141,2237,2237,65,2008,41,0,1.0,0.029056772463120252
864691136451224831,L2IT,excitatory,train,5098,215,187,5347,5347,21,4903,11,0,1.0,0.003927435945389938
864691136452920319,PV,inhibitory,test,10997,2599,1277,5452,5452,167,4540,81,0,1.0,0.030630961115187087
864691136489055762,L4IT,excitatory,train,4400,882,789,1588,1588,40,1427,21,0,1.0,0.02518891687657431
864691136487168530,DTC,inhibitory,train,8938,2317,1425,13898,13898,652,11575,247,0,1.0,0.04691322492444956
864691136484972332,L3IT,excitatory,train,8427,1074,953,4475,4475,312,4006,151,0,1.0,0.06972067039106145
864691136488414994,L4IT,excitatory,train,2941,334,305,1798,1798,31,1602,22,0,1.0,0.017241379310344827
864691136488591378,L6IT,excitatory,train,1470,82,69,1251,1251,47,1113,27,0,1.0,0.037569944044764186
864691136523971473,AltBasket,inhibitory,train,7757,2862,2057,3276,3276,148,2982,69,0,1.0,0.045177045177045176
864691136523335057,L4IT,excitatory,train,5367,597,538,2655,2655,150,2320,72,0,1.0,0.05649717514124294
864691136523288465,L4IT,excitatory,train,3303,417,372,2080,2080,126,1819,73,0,1.0,0.06057692307692308
864691136523476881,astrocyte,glia,train,1451,52,41,157,157,15,142,4,0,1.0,0.09554140127388536
864691136523472529,L4IT,excitatory,train,4296,532,441,1999,1999,131,1744,62,0,1.0,0.0655327663831916
864691136579434260,L6IT,excitatory,train,5757,604,515,3278,3278,150,2852,78,0,1.0,0.04575960951799878
864691136579969300,L2IT,excitatory,train,4182,251,226,2361,2361,112,2247,73,0,1.0,0.04743752647183397
864691136580010516,MC,inhibitory,test,11714,9522,4585,6247,6247,592,5349,331,0,1.0,0.0947654874339683
864691136596060322,L6CT,excitatory,train,2228,132,96,2359,2359,75,2104,45,0,1.0,0.0317931326833404
864691136595955362,NMC,inhibitory,test,11490,8724,5019,6816,6816,79,5823,41,0,1.0,0.01159037558685446
864691136579484948,astrocyte,glia,train,1637,76,48,199,199,31,171,7,0,1.0,0.15577889447236182
864691136579408916,L4IT,excitatory,test,7475,1195,1064,3173,3173,42,2661,19,0,1.0,0.013236684525685471
864691136619693275,L4IT,excitatory,train,3773,350,313,2389,2389,202,2079,96,0,1.0,0.08455420678107994
864691136619096795,L5IT,excitatory,test,6876,819,716,5086,5086,257,4422,132,0,1.0,0.050530869052300434
864691136619939213,L6CT,excitatory,train,2488,223,168,2624,2624,89,2387,53,0,1.0,0.03391768292682927
864691136619199963,AltBasket,inhibitory,test,1682,231,181,2002,2002,13,1532,2,0,1.0,0.006493506493506494
864691136674495623,L5IT,excitatory,test,5627,502,449,3431,3431,230,3031,112,0,1.0,0.06703584960652871
864691136674744199,L4IT,excitatory,test,3543,495,437,2314,2314,173,2020,91,0,1.0,0.07476231633535005
864691136715774812,oligo,glia,train,261,1,1,9,9,0,9,0,0,1.0,0.0
864691136723466749,oligo,glia,train,298,1,1,1,1,0,1,0,0,1.0,0.0
864691136742921308,PV,inhibitory,test,12002,4429,2011,6770,6770,363,5356,186,0,1.0,0.05361890694239291
864691136814180211,L2IT,excitatory,train,4737,361,302,4447,4447,320,4020,144,0,1.0,0.07195862379132
864691136814060915,AltBasket,inhibitory,train,1583,415,340,1564,1564,7,1380,4,0,1.0,0.004475703324808184
864691136814271603,L5NP,excitatory,train,2369,211,181,828,828,52,730,27,0,1.0,0.06280193236714976
864691136905506482,L6CT,excitatory,test,3684,307,219,4099,4099,155,3535,101,0,1.0,0.03781410100024396
864691136905203378,L4IT,excitatory,test,3582,471,438,1924,1924,12,1701,8,0,1.0,0.006237006237006237
864691136905758130,L4IT,excitatory,train,5154,635,576,2837,2837,222,2464,99,0,1.0,0.07825167430384208
864691136927761226,L4IT,excitatory,train,4657,675,603,2637,2637,250,2194,104,0,1.0,0.09480470231323473
864691136953413599,L4IT,excitatory,train,5553,1036,927,2865,2865,42,2461,24,0,1.0,0.014659685863874346
864691136953873631,L5IT,excitatory,train,4867,445,398,2430,2430,168,2106,79,0,1.0,0.0691358024691358
864691136953197279,L4IT,excitatory,train,4293,656,583,1907,1907,25,1667,15,0,1.0,0.013109596224436287
864691136953631711,L6IT,excitatory,train,1628,106,70,3618,3618,66,3009,24,0,1.0,0.01824212271973466
864691136968109774,MC,inhibitory,train,4484,1514,1023,4643,4643,171,4201,121,0,1.0,0.03682963601119966
864691136967985870,L6CT,excitatory,train,3808,341,272,2364,2364,123,2024,49,0,1.0,0.05203045685279188
864691136968773070,L4IT,excitatory,train,5571,925,820,3479,3479,396,2812,121,0,1.0,0.11382581201494682
864691136968529870,L3IT,excitatory,train,6973,668,577,5573,5573,387,4864,162,0,1.0,0.0694419522698726
864691136974876956,L5ET,excitatory,train,9716,750,532,14806,14805,123,12259,28,1,0.9999324598135891,0.008307442928542482
864691136991606421,L4IT,excitatory,train,6761,1271,1085,3333,3333,32,2858,16,0,1.0,0.009600960096009602
864691137055244406,L6CT,excitatory,train,2101,136,108,1750,1750,47,1583,33,0,1.0,0.026857142857142857
864691137054934902,L4IT,excitatory,train,2622,156,129,2249,2249,22,1952,9,0,1.0,0.009782125389061804
864691137021264750,L5ET,excitatory,train,3445,124,96,3220,3220,210,2827,108,0,1.0,0.06521739130434782
864691137198691137,L2IT,excitatory,train,4407,629,485,5489,5489,393,4755,136,0,1.0,0.0715977409364183
864691137198844737,L6IT,excitatory,train,2627,160,132,2664,2664,85,2392,54,0,1.0,0.03190690690690691
864691137056216950,MC,inhibitory,train,8143,6592,3281,7967,7967,536,6400,251,0,1.0,0.06727751976904732
864691137055712630,L4IT,excitatory,train,3812,650,579,1496,1496,81,1362,50,0,1.0,0.05414438502673797
864691137055840886,L6IT,excitatory,test,4807,520,443,1954,1954,65,1769,33,0,1.0,0.03326509723643808
864691134887444730,L5ET,excitatory,train,4673,383,266,5818,5818,282,4959,139,0,1.0,0.048470264695771745
864691134919403530,L4IT,excitatory,test,4354,422,345,2020,2020,246,1701,98,0,1.0,0.12178217821782178
864691134887460346,L3IT,excitatory,train,5015,559,513,4465,4465,36,3902,18,0,1.0,0.008062709966405375
864691134887444986,NGC,inhibitory,train,6546,854,672,3934,3934,192,3468,115,0,1.0,0.04880528723945094
864691134887552506,L2IT,excitatory,train,4616,286,223,4299,4299,222,3974,102,0,1.0,0.051639916259595256
864691134919529994,L6CT,excitatory,test,2975,171,124,2329,2329,104,2077,65,0,1.0,0.0446543580936024
864691134949248508,L5IT,excitatory,test,9388,1104,989,3420,3420,283,3010,148,0,1.0,0.0827485380116959
864691135014246390,L6CT,excitatory,train,1810,99,67,1926,1926,72,1752,55,0,1.0,0.037383177570093455
864691134991010426,L2IT,excitatory,test,6237,638,522,6102,6102,359,5488,168,0,1.0,0.05883316945263848
864691135014256630,L6CT,excitatory,train,2188,144,111,2318,2318,66,2093,50,0,1.0,0.028472821397756688
864691134989909114,DTC,inhibitory,train,7312,2370,1914,7076,7076,63,6228,43,0,1.0,0.008903335217637084
864691135060651419,L2IT,excitatory,test,8589,1003,853,6634,6634,415,5841,148,0,1.0,0.06255652698221284
864691135015652246,L2IT,excitatory,test,4695,310,269,5249,5249,379,4668,175,0,1.0,0.0722042293770242
864691135015425942,ITC,inhibitory,test,1902,229,192,3487,3487,88,3046,59,0,1.0,0.025236593059936908
864691135083577335,L6CT,excitatory,train,4318,367,269,3095,3095,91,2773,49,0,1.0,0.02940226171243942
864691135101595680,L4IT,excitatory,train,5840,1311,1157,2174,2174,109,1816,47,0,1.0,0.05013799448022079
864691135113360025,PV,inhibitory,train,7123,2158,1203,11046,11046,203,9309,83,0,1.0,0.018377693282636248
864691135106189901,PV,inhibitory,train,11476,5555,2532,11730,11730,446,9943,190,0,1.0,0.03802216538789429
864691135115049881,L2IT,excitatory,test,6227,509,453,4435,4435,19,4056,11,0,1.0,0.004284103720405863
864691135115194009,ITC,inhibitory,train,5518,682,442,3045,3045,76,2786,48,0,1.0,0.02495894909688013
864691135136735001,L4IT,excitatory,test,6405,1337,1152,4303,4303,369,3643,155,0,1.0,0.0857541250290495
864691135134155168,L2IT,excitatory,train,5293,464,420,4595,4595,20,4249,10,0,1.0,0.004352557127312296
864691135134945184,L4IT,excitatory,test,3007,465,398,1974,1974,78,1631,39,0,1.0,0.03951367781155015
864691135164887853,L3IT,excitatory,train,4885,430,382,4780,4780,358,4262,154,0,1.0,0.07489539748953974
864691135164804909,ITC,inhibitory,test,3686,665,442,2422,2422,118,2127,71,0,1.0,0.04872006606110652
864691135209715577,L6CT,excitatory,train,1714,67,45,1682,1682,51,1492,27,0,1.0,0.03032104637336504
864691135209432185,L3IT,excitatory,train,4653,424,352,4011,4011,260,3521,134,0,1.0,0.06482174021441037
864691135210443897,PV,inhibitory,train,10343,4381,2006,5560,5560,383,4078,152,0,1.0,0.06888489208633093
864691135210134905,L2IT,excitatory,train,4480,425,376,5293,5293,421,4612,182,0,1.0,0.07953901379180049
864691135210387321,L2IT,excitatory,train,3960,205,181,3468,3468,153,3207,93,0,1.0,0.04411764705882353
864691135215023416,L4IT,excitatory,train,4450,610,525,3623,3623,326,3140,156,0,1.0,0.08998067899530776
864691135215254584,L4IT,excitatory,train,4567,780,712,2173,2173,135,1844,70,0,1.0,0.0621260929590428
864691135215078712,ITC,inhibitory,train,5369,1006,477,5300,5300,267,4648,157,0,1.0,0.050377358490566036
864691135214653240,L6CT,excitatory,train,2028,114,91,1792,1792,34,1595,18,0,1.0,0.018973214285714284
864691135214643256,L6IT,excitatory,train,9047,1186,1018,2166,2166,86,1970,52,0,1.0,0.03970452446906741
864691135270320293,L2IT,excitatory,train,3704,50,40,6453,6453,32,5931,22,0,1.0,0.004958933829226716
864691135271077541,L3IT,excitatory,train,3376,330,291,3181,3181,214,2882,107,0,1.0,0.06727444199937127
864691135271038885,L3IT,excitatory,train,3483,293,235,2799,2799,170,2514,87,0,1.0,0.06073597713469096
864691135258509487,L3IT,excitatory,train,3508,377,299,2413,2413,230,2058,94,0,1.0,0.09531703273932864
864691135271103653,L6CT,excitatory,train,2221,167,138,2109,2109,51,1888,31,0,1.0,0.02418207681365576
864691135274708753,PV,inhibitory,train,16115,5517,2665,12765,12765,732,11036,345,0,1.0,0.05734430082256169
864691135274195217,L2IT,excitatory,train,4406,420,343,4097,4097,383,3557,150,0,1.0,0.0934830363680742
864691135274038801,L3IT,excitatory,train,6927,812,720,4771,4771,365,4142,158,0,1.0,0.07650387759379584
864691135274816017,L3IT,excitatory,train,4228,384,325,3275,3275,305,2683,107,0,1.0,0.09312977099236641
864691135273918993,L2IT,excitatory,test,5098,303,254,7952,7952,36,7154,19,0,1.0,0.004527162977867203
864691135274355473,L6CT,excitatory,train,4351,368,291,3218,3218,133,2826,84,0,1.0,0.041330018645121196
864691135272102053,astrocyte,glia,test,1721,146,112,206,206,32,178,10,0,1.0,0.1553398058252427
864691135272206865,L3IT,excitatory,train,4680,504,465,3118,3118,16,2778,6,0,1.0,0.005131494547787043
864691135277501669,L4IT,excitatory,train,5498,940,867,2406,2406,241,2041,105,0,1.0,0.100166251039069
864691135294361782,L3IT,excitatory,train,5006,285,255,3829,3829,222,3519,130,0,1.0,0.05797858448681118
864691135294520844,L4IT,excitatory,test,2746,313,278,2329,2329,225,2000,100,0,1.0,0.09660798626019751
864691135303514791,L1,inhibitory,train,1659,452,395,2403,2403,98,2274,51,0,1.0,0.04078235538909696
864691135325071004,L2IT,excitatory,test,5562,509,396,4479,4479,202,4069,80,0,1.0,0.04509935253404778
864691135324725404,L4IT,excitatory,train,2974,418,371,1253,1253,114,1106,55,0,1.0,0.09098164405426976
864691135324623260,L4IT,excitatory,test,7699,1092,989,2296,2296,195,1981,93,0,1.0,0.08493031358885017
864691135325413788,L4IT,excitatory,train,2927,300,268,1991,1991,133,1683,64,0,1.0,0.06680060271220492
864691135325487004,L3IT,excitatory,train,5225,586,486,4424,4424,442,3490,145,0,1.0,0.09990958408679927
864691135325426076,DTC,inhibitory,train,10887,4200,2691,7908,7908,636,6128,195,0,1.0,0.08042488619119878
864691135335937513,L3IT,excitatory,train,3248,493,442,2351,2351,228,2049,109,0,1.0,0.0969800085070183
864691135335635177,L3IT,excitatory,train,4559,652,570,3582,3582,34,3094,16,0,1.0,0.009491903964265773
864691135343818161,L2IT,excitatory,test,4309,288,246,5076,5076,302,4515,129,0,1.0,0.059495665878644605
864691135343509701,MC,inhibitory,train,14606,5322,2160,8788,8788,334,7376,166,0,1.0,0.03800637232589895
864691135343601093,PV,inhibitory,test,12326,3415,1873,5803,5803,310,5050,186,0,1.0,0.05342064449422712
864691135343923633,AltDTC,inhibitory,train,1826,188,136,1755,1755,42,1546,20,0,1.0,0.023931623931623933
864691135346571423,L4IT,excitatory,train,6495,1268,1118,2211,2211,34,1906,21,0,1.0,0.015377657168701944
864691135343765681,astrocyte,glia,train,1861,56,47,58,58,11,50,3,0,1.0,0.1896551724137931
864691135351096279,L4IT,excitatory,train,4192,402,375,2238,2238,172,1945,95,0,1.0,0.07685433422698838
864691135356087247,MC,inhibitory,train,2800,653,522,2100,2100,92,1902,66,0,1.0,0.04380952380952381
864691135350717399,L5IT,excitatory,train,7053,829,768,2499,2499,186,2220,106,0,1.0,0.0744297719087635
864691135351022807,L2IT,excitatory,test,5086,476,397,6264,6264,337,5678,148,0,1.0,0.05379948914431673
864691135351066583,L2IT,excitatory,train,5194,291,253,4385,4385,246,4072,124,0,1.0,0.056100342075256555
864691135356708303,DTC,inhibitory,train,5461,861,584,8802,8802,279,7733,150,0,1.0,0.03169734151329243
864691135350977751,MC,inhibitory,train,8588,4627,2826,7251,7251,435,6218,198,0,1.0,0.059991725279271824
864691135357351375,L4IT,excitatory,train,4015,429,387,3203,3203,334,2662,133,0,1.0,0.10427724008741805
864691135356320463,L6CT,excitatory,train,1457,58,39,1886,1886,49,1713,35,0,1.0,0.025980911983032873
864691135362357319,PV,inhibitory,train,15919,6652,3262,14434,14434,1017,12362,403,0,1.0,0.07045863932381877
864691135362104647,L5ET,excitatory,train,5014,222,173,7373,7373,493,6419,244,0,1.0,0.06686559066865591
864691135361548615,L6IT,excitatory,train,3856,381,318,2884,2884,107,2574,58,0,1.0,0.03710124826629681
864691135361432391,L6CT,excitatory,train,2135,187,154,2274,2274,62,2067,34,0,1.0,0.027264731750219876
864691135368949241,L3IT,excitatory,train,5653,704,634,3409,3409,110,2868,54,0,1.0,0.03226752713405691
864691135367033849,L5IT,excitatory,train,4328,416,374,4038,4038,26,3523,13,0,1.0,0.0064388311045071814
864691135361780551,L6CT,excitatory,train,2217,130,93,2733,2733,59,2438,35,0,1.0,0.021587998536406878
864691135384203226,astrocyte,glia,test,1693,61,41,255,255,27,227,8,0,1.0,0.10588235294117647
864691135375484489,L4IT,excitatory,train,4104,685,607,2276,2276,25,2043,15,0,1.0,0.010984182776801407
864691135375745736,L2IT,excitatory,train,4508,297,255,4132,4132,242,3691,78,0,1.0,0.05856727976766699
864691135375655880,ITCperi,inhibitory,train,2772,571,394,1537,1537,55,1428,35,0,1.0,0.035783994795055306
864691135386940245,ITC,inhibitory,train,2080,165,83,3052,3052,191,2768,129,0,1.0,0.0625819134993447
864691135388675969,L6IT,excitatory,train,5301,401,331,4293,4293,153,3813,80,0,1.0,0.03563941299790356
864691135388660865,L6IT,excitatory,test,5412,692,608,3257,3257,133,2930,79,0,1.0,0.04083512434755911
864691135388368001,L4IT,excitatory,test,5136,622,563,2855,2855,289,2361,110,0,1.0,0.10122591943957969
864691135388828033,L6IT,excitatory,train,2715,291,236,2489,2489,134,2124,73,0,1.0,0.05383688228204098
864691135388363393,astrocyte,glia,train,1726,81,71,158,158,22,145,12,0,1.0,0.13924050632911392
864691135387901525,astrocyte,glia,test,2146,56,46,70,70,15,60,6,0,1.0,0.21428571428571427
864691135389004929,PV,inhibitory,train,8886,2302,858,4209,4209,309,3571,147,0,1.0,0.07341411261582323
864691135389195393,L4IT,excitatory,train,3686,617,538,1421,1421,109,1252,63,0,1.0,0.07670654468684025
864691135396115445,L4IT,excitatory,train,6955,1301,1160,2995,2995,35,2453,16,0,1.0,0.011686143572621035
864691135396485877,L6IT,excitatory,train,5280,966,851,3433,3433,80,2988,42,0,1.0,0.023303233323623652
864691135431648048,L4IT,excitatory,train,4399,789,705,2235,2235,168,1974,77,0,1.0,0.07516778523489932
864691135431441968,thalamocortical,excitatory,train,8340,1880,1588,116,116,39,77,1,0,1.0,0.33620689655172414
864691135440543560,L3IT,excitatory,train,4195,599,512,1921,1921,11,1659,4,0,1.0,0.005726184279021343
864691135448017554,PV,inhibitory,train,18417,6180,2639,13795,13795,928,12150,366,0,1.0,0.06727075027183763
864691135447994514,L2IT,excitatory,train,5498,472,424,5256,5256,371,4681,164,0,1.0,0.07058599695585997
864691135447979922,AltBasket,inhibitory,train,5618,1979,1544,2268,2268,185,1980,92,0,1.0,0.08156966490299823
864691135448303762,L2IT,excitatory,train,5071,387,308,4242,4242,238,3851,103,0,1.0,0.056105610561056105
864691135448212882,L4IT,excitatory,train,4173,638,560,1761,1761,180,1497,80,0,1.0,0.10221465076660988
864691135448127572,L5NP,excitatory,train,3053,208,192,876,876,31,839,24,0,1.0,0.03538812785388128
864691135464714565,L5ET,excitatory,test,7946,407,290,10183,10183,93,8541,27,0,1.0,0.009132868506334086
864691135464302493,L6IT,excitatory,train,7421,922,829,2626,2626,30,2202,15,0,1.0,0.011424219345011425
864691135464595518,PV,inhibitory,test,8687,2257,1366,4645,4645,211,3833,106,0,1.0,0.04542518837459634
864691135464795710,L2IT,excitatory,test,6132,429,361,4472,4472,166,4131,76,0,1.0,0.03711985688729875
864691135464678206,MC,inhibitory,test,6506,2581,1736,2429,2429,186,2117,95,0,1.0,0.07657472210786331
864691135464633245,L6IT,excitatory,train,4970,483,408,2233,2233,45,2003,27,0,1.0,0.020152261531571878
864691135465343045,L4IT,excitatory,train,4320,674,561,3313,3313,387,2612,117,0,1.0,0.1168125565952309
864691135465503813,L5ET,excitatory,train,5964,342,260,8568,8568,458,7447,224,0,1.0,0.0534547152194211
864691135464995134,L4IT,excitatory,train,4134,364,343,1385,1385,138,1231,86,0,1.0,0.09963898916967509
864691135465571653,L6IT,excitatory,train,5638,917,809,2679,2679,80,2378,47,0,1.0,0.029861888764464353
864691135465113157,L4IT,excitatory,train,2644,371,315,1402,1402,138,1224,69,0,1.0,0.09843081312410841
864691135464991645,thalamocortical,excitatory,test,14708,8379,6463,177,177,69,108,2,0,1.0,0.3898305084745763
864691135469807954,L6CT,excitatory,train,2037,146,114,2519,2519,75,2267,51,0,1.0,0.029773719730051607
864691135466283333,L4IT,excitatory,test,4485,583,533,3253,3253,29,2745,15,0,1.0,0.00891484783276975
864691135469422674,L3IT,excitatory,test,5510,966,844,3395,3395,102,3076,52,0,1.0,0.03004418262150221
864691135469845388,L4IT,excitatory,train,6543,775,677,3734,3734,297,3194,133,0,1.0,0.07953936797000535
864691135468854156,L2IT,excitatory,train,6079,493,461,4825,4825,10,4496,7,0,1.0,0.002072538860103627
864691135469215372,L6CT,excitatory,train,1547,125,98,1996,1996,57,1848,43,0,1.0,0.028557114228456915
864691135476311616,L4IT,excitatory,train,4363,881,742,2493,2493,226,2103,106,0,1.0,0.09065383072603289
864691135476041792,L4IT,excitatory,train,4010,530,470,2858,2858,26,2532,10,0,1.0,0.009097270818754374
864691135480652998,L5IT,excitatory,train,7151,707,634,3443,3443,166,3082,96,0,1.0,0.04821376706360732
864691135480311494,L6IT,excitatory,train,6300,973,806,3073,3073,84,2579,37,0,1.0,0.02733485193621868
864691135489677882,L3IT,excitatory,train,5341,554,479,6842,6842,463,5970,201,0,1.0,0.06767027185033615
864691135491891559,L6CT,excitatory,train,2105,114,84,2246,2246,60,2015,33,0,1.0,0.026714158504007122
864691135490483514,L4IT,excitatory,train,3856,479,408,2526,2526,250,2129,107,0,1.0,0.09897070467141726
864691135480916422,L4IT,excitatory,train,3246,439,360,2128,2128,237,1694,78,0,1.0,0.11137218045112782
864691135489836346,L4IT,excitatory,train,3321,347,285,2323,2323,7,2028,4,0,1.0,0.003013344812742144
864691135492225127,astrocyte,glia,test,1119,49,44,45,45,5,42,2,0,1.0,0.1111111111111111
864691135492888039,PV,inhibitory,train,9717,3875,1668,6117,6117,414,5204,235,0,1.0,0.06768023540951447
864691135493624415,L4IT,excitatory,train,3904,524,470,2461,2461,207,2129,109,0,1.0,0.08411214953271028
864691135493149927,L4IT,excitatory,train,6246,903,783,3610,3610,388,2882,126,0,1.0,0.1074792243767313
864691135499231763,L4IT,excitatory,train,3708,561,513,1566,1566,86,1377,47,0,1.0,0.05491698595146871
864691135498973715,L2IT,excitatory,train,4574,524,485,3034,3034,253,2660,89,0,1.0,0.08338826631509558
864691135497743635,L2IT,excitatory,train,8767,1016,898,7061,7061,40,6424,18,0,1.0,0.00566491998300524
864691135503287618,L3IT,excitatory,train,6526,1235,1051,3919,3919,320,3298,139,0,1.0,0.08165348303138556
864691135503344477,L4IT,excitatory,train,2993,389,326,1633,1633,116,1462,67,0,1.0,0.07103490508266994
864691135502873666,L3IT,excitatory,train,5240,704,620,2930,2930,117,2593,76,0,1.0,0.03993174061433447
864691135503367517,L6CT,excitatory,train,3221,191,123,2278,2278,78,2048,48,0,1.0,0.03424056189640035
864691135504081986,L2IT,excitatory,train,3979,347,315,2215,2215,125,2069,63,0,1.0,0.056433408577878104
864691135503836253,L4IT,excitatory,test,5586,1133,1010,2269,2269,121,1945,60,0,1.0,0.05332745702952843
864691135503466818,AltBasket,inhibitory,train,2903,453,263,2068,2068,48,1636,2,0,1.0,0.02321083172147002
864691135517376211,L5ET,excitatory,train,7631,530,371,11103,11103,859,9105,316,0,1.0,0.07736647752859588
864691135511977680,L3IT,excitatory,train,4154,694,589,2675,2675,230,2264,93,0,1.0,0.08598130841121496
864691135518173395,L4IT,excitatory,train,3800,611,559,1689,1689,152,1476,78,0,1.0,0.08999407933688573
864691135511861968,MC,inhibitory,train,11051,3895,1963,9311,9311,285,7882,165,0,1.0,0.030608957147459995
864691135518453642,L2IT,excitatory,train,3610,108,94,4192,4192,20,3888,8,0,1.0,0.004770992366412214
864691135528193883,ITC,inhibitory,train,4830,731,376,4074,4074,216,3521,112,0,1.0,0.053019145802650956
864691135528046939,MC,inhibitory,test,9821,6977,4086,7252,7252,287,6093,190,0,1.0,0.03957528957528957
864691135527713115,L6CT,excitatory,test,4959,476,389,3494,3494,77,3218,48,0,1.0,0.022037779049799658
864691135540272498,L2IT,excitatory,train,5642,448,410,3596,3596,172,3362,91,0,1.0,0.047830923248053395
864691135545730856,ITCperi,inhibitory,train,4333,1199,745,1671,1671,83,1541,45,0,1.0,0.04967085577498504
864691135540440178,L2IT,excitatory,train,4300,156,136,3600,3600,132,3345,75,0,1.0,0.03666666666666667
864691135562780385,L2IT,excitatory,train,8452,1112,974,5717,5717,417,5046,137,0,1.0,0.07294035333216722
864691135566122071,L6CT,excitatory,train,2479,256,199,2464,2464,71,2206,45,0,1.0,0.028814935064935064
864691135565770007,AltDTC,inhibitory,train,2838,558,283,1059,1059,49,873,23,0,1.0,0.04627006610009443
864691135566979927,MC,inhibitory,train,9476,3755,2336,4190,4190,251,3647,130,0,1.0,0.05990453460620525
864691135569282284,MC,inhibitory,train,11001,3873,2431,8668,8668,46,7442,10,0,1.0,0.0053068758652515
864691135569866988,L4IT,excitatory,test,4618,818,741,2805,2805,80,2463,44,0,1.0,0.0285204991087344
864691135573245165,PV,inhibitory,train,7160,2537,930,8494,8494,400,7208,172,0,1.0,0.04709206498704968
864691135573191405,L2IT,excitatory,train,3952,392,322,3934,3934,268,3517,116,0,1.0,0.0681240467717336
